Ссылка,Название,Описание,Метро,Дальность от метро,Адрес,Стоимость,Стоимость за метр
https://www.cian.ru/sale/flat/310820884/,"2к.кв. по ставке 7,3% от Сбера","2-комн. квартира, 50,7 м², 8/9 этаж",Говорово,9 минут пешком,"Москва, ЗАО, р-н Солнцево, м. Говорово, улица 50 лет Октября, 23К1",13 200 000 ₽,260 355 ₽/м²
https://www.cian.ru/sale/flat/300742374/,Просторная Двушка !!!,"2-комн. апартаменты, 59 м², 2/18 этаж",Ботанический сад,2 минуты на транспорте,"Москва, СВАО, р-н Останкинский, м. Ботанический сад, Березовая аллея, 19к1",13 150 000 ₽,222 881 ₽/м²
https://www.cian.ru/sale/flat/310231410/,"2-комн. квартира, 55 м², 9/9 этаж",Информация отсутствует,Улица Дмитриевского,18 минут пешком,"Москва, ВАО, р-н Косино-Ухтомский, м. Лухмановская, улица Рудневка, 22",13 400 000 ₽,243 636 ₽/м²
https://www.cian.ru/sale/flat/309815943/,Распашная планировка!,"2-комн. квартира, 45,6 м², 9/9 этаж",Яхромская,12 минут пешком,"Москва, САО, р-н Дмитровский, м. Яхромская, Учинская улица, 1А",13 700 000 ₽,300 439 ₽/м²
https://www.cian.ru/sale/flat/310725525/,квартира в Орехово-Борисово Южное,"2-комн. квартира, 53,6 м², 4/17 этаж",Красногвардейская,8 минут пешком,"Москва, ЮАО, р-н Орехово-Борисово Южное, м. Зябликово, Ясеневая улица, 44/42",13 799 999 ₽,257 463 ₽/м²
https://www.cian.ru/sale/flat/307874293/,Готова к переезду | С мебелью!,"2-комн. квартира, 53,6 м², 8/17 этаж",Грачёвская,6 минут пешком,"Москва, САО, р-н Западное Дегунино, м. Грачёвская, Новая улица, 3",13 750 000 ₽,256 530 ₽/м²
https://www.cian.ru/sale/flat/310450810/,Лучшее предложение на районе!,"2-комн. квартира, 47,1 м², 5/14 этаж",Водный стадион,20 минут пешком,"Москва, САО, р-н Войковский, м. Водный стадион, Нарвская улица, 11К2",13 900 000 ₽,295 117 ₽/м²
https://www.cian.ru/sale/flat/307897822/,"2-комн. квартира, 55,4 м², 14/18 этаж",Информация отсутствует,Бунинская аллея,6 минут на транспорте,"Москва, НАО (Новомосковский), м. Потапово, Сосенское поселение, пос. Коммунарка, улица Александры Монаховой, 92к3",13 900 000 ₽,250 903 ₽/м²
https://www.cian.ru/sale/flat/306157002/,"2-комн. квартира, 52,3 м², 7/12 этаж",Информация отсутствует,Лебедянская,7 минут пешком,"Москва, ЮАО, р-н Бирюлево Восточное, м. Лебедянская, Липецкая улица, 15к1",13 800 000 ₽,263 862 ₽/м²
https://www.cian.ru/sale/flat/307751054/,Готова к переезду | Зеленый район,"2-комн. квартира, 52,5 м², 11/12 этаж",Братиславская,4 минуты на транспорте,"Москва, ЮВАО, р-н Марьино, м. Братиславская, улица Марьинский Парк, 5К2",13 800 000 ₽,262 857 ₽/м²
https://www.cian.ru/sale/flat/311346946/,"2-комн. квартира, 59,8 м², 9/20 этаж",Информация отсутствует,Некрасовка,15 минут пешком,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маресьева, 6к2",14 000 000 ₽,234 114 ₽/м²
https://www.cian.ru/sale/flat/306788442/,"2-комн. квартира, 46,6 м², 5/30 этаж",Информация отсутствует,Тушинская,8 минут на транспорте,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Строительный проезд, 9С6",13 990 000 ₽,300 215 ₽/м²
https://www.cian.ru/sale/flat/310325643/,"2-комн. квартира, 38,7 м², 11/14 этаж",Информация отсутствует,Войковская,15 минут пешком,"Москва, САО, р-н Войковский, м. Красный Балтиец, Вокзальный переулок, 7К2",14 100 000 ₽,364 341 ₽/м²
https://www.cian.ru/sale/flat/310884456/,"2-комн. квартира, 36,8 м², 6/9 этаж",Информация отсутствует,Каховская,6 минут на транспорте,"Москва, ЮЗАО, р-н Черемушки, м. Зюзино, Севастопольский проспект, 30",14 350 000 ₽,389 946 ₽/м²
https://www.cian.ru/sale/flat/310432797/,"2-комн. квартира, 38 м², 2/9 этаж",Информация отсутствует,Пионерская,6 минут пешком,"Москва, ЗАО, р-н Фили-Давыдково, м. Пионерская, Пинский проезд, 3",14 300 000 ₽,376 316 ₽/м²
https://www.cian.ru/sale/flat/302659030/,Отличная Двухкомнатная квартира!,"2-комн. квартира, 44,9 м², 10/12 этаж",Сходненская,12 минут пешком,"Москва, СЗАО, р-н Северное Тушино, м. Сходненская, Туристская улица, 13К2",14 350 000 ₽,319 599 ₽/м²
https://www.cian.ru/sale/flat/307702471/,"2-комн. квартира, 51 м², 16/17 этаж",Информация отсутствует,Водный стадион,5 минут на транспорте,"Москва, САО, р-н Головинский, м. Коптево, Онежская улица, 20",14 300 000 ₽,280 392 ₽/м²
https://www.cian.ru/sale/flat/307724281/,"Жилая квартира- мебель, техника!","2-комн. квартира, 53,4 м², 5/17 этаж",Митино,8 минут пешком,"Москва, СЗАО, р-н Митино, м. Митино, Пятницкое шоссе, 31",14 300 000 ₽,267 790 ₽/м²
https://www.cian.ru/sale/flat/307462700/,"2-комн. апартаменты, 49,8 м², 6/23 этаж",Информация отсутствует,Волгоградский проспект,4 минуты пешком,"Москва, ЮВАО, р-н Южнопортовый, м. Волгоградский проспект, Волгоградский проспект, 32",14 477 686 ₽,290 717 ₽/м²
https://www.cian.ru/sale/flat/311064723/,"2-комн. квартира, 36,4 м², 3/10 этаж",Информация отсутствует,Рассказовка,18 минут пешком,"Москва, НАО (Новомосковский), м. Рассказовка, Внуковское поселение, бульвар Андрея Тарковского, 6",14 500 000 ₽,398 352 ₽/м²
https://www.cian.ru/sale/flat/307949443/,"уступка от физ.лица, дешевле ДДУ!","2-комн. квартира, 58,6 м², 5/7 этаж",Филатов Луг,7 минут на транспорте,"Москва, НАО (Новомосковский), м. Филатов Луг, № 82 кв-л, Новое Летово ЖК, к1",14 800 000 ₽,252 560 ₽/м²
https://www.cian.ru/sale/flat/310914029/,Лучшая цена. С ремонтом и мебелью,"2-комн. квартира, 56 м², 6/15 этаж",Новомосковская,7 минут пешком,"Москва, НАО (Новомосковский), м. Новомосковская, Сосенское поселение, улица Василия Ощепкова, 6",15 000 000 ₽,267 857 ₽/м²
https://www.cian.ru/sale/flat/307991018/,"2-комн. квартира, 66,2 м², 18/19 этаж",Информация отсутствует,Подрезково,17 минут пешком,"Москва, САО, р-н Молжаниновский, м. Подрезково, Синявинская улица, 11к3",15 000 000 ₽,226 586 ₽/м²
https://www.cian.ru/sale/flat/307841481/,ЛУЧШЕЕ!!! ЦАО !!  2комнатная,"2-комн. квартира, 38,2 м², 1/12 этаж",Менделеевская,14 минут пешком,"Москва, ЦАО, р-н Тверской, м. Белорусская, улица Бутырский Вал, 34",15 099 999 ₽,395 288 ₽/м²
https://www.cian.ru/sale/flat/309774775/,"2-комн. квартира, 58,5 м², 10/10 этаж",Информация отсутствует,Информация отсутствует,8 минут на транспорте,"Москва, ЗАО, р-н Можайский, м. Сетунь, Беловежская улица, 57",15 400 000 ₽,263 248 ₽/м²
https://www.cian.ru/sale/flat/309124353/,"2-комн. квартира, 39 м², 11/12 этаж",Информация отсутствует,Зюзино,9 минут пешком,"Москва, ЮЗАО, р-н Зюзино, м. Зюзино, Перекопская улица, 1К1",15 250 000 ₽,391 026 ₽/м²
