Адрес,Дальность от метро,Метро,Название,Описание,Ссылка,Стоимость,Стоимость за метр
"Москва, ЗАО, р-н Кунцево, м. Молодёжная, Рублевское шоссе, 107",6 минут пешком,Молодёжная,"2-комн. квартира, 78 м², 9/40 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/310949892/,38 700 000 ₽,496 154 ₽/м²
"Москва, СЗАО, р-н Хорошево-Мневники, м. Терехово , улица Нижние Мневники, 9",18 минут пешком,Терехово ,Квартира с видом,"2-комн. квартира, 71,3 м², 8/21 этаж",https://www.cian.ru/sale/flat/310860486/,39 900 000 ₽,559 607 ₽/м²
"Москва, ЦАО, р-н Пресненский, м. Краснопресненская, улица Малая Грузинская, 38",13 минут пешком,Краснопресненская,Новая квартира на Пресне,"2-комн. квартира, 61 м², 5/7 этаж",https://www.cian.ru/sale/flat/310448815/,45 000 000 ₽,737 705 ₽/м²
"Москва, ЦАО, р-н Замоскворечье, м. Третьяковская, улица Большая Ордынка, 17С1",3 минуты пешком,Третьяковская,Интересное предложение,"2-комн. квартира, 105,3 м², 4/5 этаж",https://www.cian.ru/sale/flat/298908021/,49 000 000 ₽,465 337 ₽/м²
"Москва, ЦАО, р-н Хамовники, м. Смоленская, переулок Сивцев Вражек, 29/16",8 минут пешком,Смоленская,Цена действует до конца месяца!,"2-комн. квартира, 86 м², 6/6 этаж",https://www.cian.ru/sale/flat/305903242/,53 000 000 ₽,616 279 ₽/м²
"Москва, ЦАО, р-н Хамовники, м. Киевская, Саввинская набережная, 3",10 минут пешком,Киевская,Квартира с дизайнерским ремонтом,"2-комн. квартира, 77 м², 4/9 этаж",https://www.cian.ru/sale/flat/310930922/,68 000 000 ₽,883 117 ₽/м²
"Москва, ЦАО, р-н Арбат, м. Смоленская, 1-й Смоленский переулок, 17",5 минут пешком,Смоленская,Квартира в ЖК Новопесковский,"2-комн. квартира, 95 м², 5/16 этаж",https://www.cian.ru/sale/flat/310422776/,76 000 000 ₽,800 000 ₽/м²
"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, 1-й Красногвардейский проезд, 21с1",3 минуты пешком,Москва-Сити,"2-комн. апартаменты, 95,4 м², 30/85 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/307723604/,79 990 000 ₽,838 470 ₽/м²
"Москва, ЦАО, р-н Замоскворечье, м. Серпуховская, Мытная улица, 7с1",10 минут пешком,Серпуховская,Семейная квартира,"2-комн. квартира, 114,2 м², 6/11 этаж",https://www.cian.ru/sale/flat/309291799/,103 000 000 ₽,901 926 ₽/м²
"Москва, ЦАО, р-н Тверской, м. Лубянка, Никольская улица, 10/2С2б",1 минута пешком,Лубянка,"2-комн. апартаменты, 103 м², 2/5 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/283842591/,120 000 000 ₽,1 165 049 ₽/м²
"Москва, ЦАО, р-н Хамовники, м. Кропоткинская, Пречистенская набережная, 43",9 минут пешком,Библиотека им. Ленина,Клубный дом на Волхонке,"2-комн. апартаменты, 64 м², 2/5 этаж",https://www.cian.ru/sale/flat/289514736/,172 800 000 ₽,2 700 000 ₽/м²
"Москва, НАО (Новомосковский), м. Филатов Луг, Филимонковское поселение, улица Жемчужная, 1к21",12 минут на транспорте,Филатов Луг,"2-комн. апартаменты, 54,8 м², 5/5 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/307905577/,4 500 000 ₽,82 117 ₽/м²
"Москва, ТАО (Троицкий), с. Красная Пахра, 5",Информация отсутствует,Информация отсутствует,"2-комн. квартира, 40,9 м², 4/4 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/309707445/,6 300 000 ₽,154 034 ₽/м²
"Москва, ТАО (Троицкий), м. Троицк, Троицк, улица Пушковых, 7а",19 минут пешком,Троицк,Исторический центр Троицка,"2-комн. квартира, 42,2 м², 2/4 этаж",https://www.cian.ru/sale/flat/306947020/,7 990 000 ₽,189 336 ₽/м²
"Москва, ЮВАО, р-н Текстильщики, м. Текстильщики, 1-й Грайвороновский проезд, 2А",18 минут пешком,Текстильщики,"2-комн. апартаменты, 40,7 м², 5/5 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/309210815/,8 000 000 ₽,196 560 ₽/м²
"Москва, ЮЗАО, р-н Черемушки, м. Зюзино, Херсонская улица, 41А",15 минут пешком,Зюзино,Апартаменты Лофт,"2-комн. апартаменты, 30 м², 1/5 этаж",https://www.cian.ru/sale/flat/302211898/,8 500 000 ₽,283 333 ₽/м²
"Москва, ЮВАО, р-н Марьино, м. Перерва, Подольская улица, 9",12 минут пешком,Перерва,Вы это искали!,"2-комн. квартира, 44,3 м², 4/9 этаж",https://www.cian.ru/sale/flat/309566865/,9 100 000 ₽,205 418 ₽/м²
"Москва, ЗелАО, р-н Старое Крюково, м. Зеленоград — Крюково, Зеленоград, мкр. 8-й, к812",14 минут пешком,Зеленоград — Крюково,"2-комн. квартира, 48 м², 5/9 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/308257982/,9 200 000 ₽,191 667 ₽/м²
"Москва, НАО (Новомосковский), м. Филатов Луг, № 176 кв-л, Квартал Марьино ЖК, к2",15 минут на транспорте,Филатов Луг,2-х кв 54м2. Прописка Москва,"2-комн. квартира, 53,88 м², 6/17 этаж",https://www.cian.ru/sale/flat/304387535/,9 400 000 ₽,174 462 ₽/м²
"Москва, НАО (Новомосковский), м. Филатов Луг, улица Харлампиева, 44",13 минут на транспорте,Филатов Луг,"ЖК ""Спортивный квартал""","2-комн. квартира, 48,1 м², 12/14 этаж",https://www.cian.ru/sale/flat/308913963/,9 500 000 ₽,197 505 ₽/м²
"Москва, ЮВАО, р-н Нижегородский, м. Калитники, Автомобильный проезд, 4",17 минут пешком,Волгоградский проспект,"2-комн. апартаменты, 38 м², 8/22 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/308511262/,9 540 000 ₽,251 053 ₽/м²
"Москва, САО, р-н Молжаниновский, м. Новоподрезково, Северный ао, Молжаниново ЖК, к2",14 минут пешком,Новоподрезково,"2-комн. квартира, 34,66 м², 2/18 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/303199661/,9 700 000 ₽,279 862 ₽/м²
"Москва, ЮАО, р-н Бирюлево Восточное, м. Лебедянская, Загорьевская улица, 10к2",6 минут пешком,Лебедянская,"2-комн. квартира, 44,3 м², 9/9 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/310350531/,9 700 000 ₽,218 962 ₽/м²
"Москва, ЗАО, р-н Внуково, м. Аэропорт Внуково, улица Аэрофлотская, 7",10 минут пешком,Аэропорт Внуково,Продаётся 2-к квартира!,"2-комн. квартира, 44 м², 5/5 этаж",https://www.cian.ru/sale/flat/308457362/,9 850 000 ₽,223 864 ₽/м²
"Москва, СЗАО, р-н Южное Тушино, м. Сходненская, Лодочная улица, 33С2",5 минут на транспорте,Сходненская,"2-комн. квартира, 37,7 м², 2/12 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/308621717/,10 500 000 ₽,278 515 ₽/м²
"Москва, НАО (Новомосковский), м. Кедровая, улица 2-я Нововатутинская, 1",5 минут пешком,Кедровая,эксклюзив,"2-комн. квартира, 53,4 м², 9/12 этаж",https://www.cian.ru/sale/flat/308888928/,10 500 000 ₽,196 629 ₽/м²
"Москва, СВАО, р-н Лианозово, м. Лианозово, Угличская улица, 4",15 минут пешком,Лианозово,"2-комн. квартира, 45,8 м², 9/9 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/310329831/,10 500 000 ₽,229 258 ₽/м²
"Москва, САО, р-н Молжаниновский, м. Подрезково, Синявинская улица, 11к9",17 минут пешком,Подрезково,"2-комн. квартира, 66,2 м², 15/19 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/309885109/,10 479 000 ₽,158 293 ₽/м²
"Москва, ВАО, р-н Перово, м. Перово, улица Металлургов, 2",12 минут пешком,Перово,"2-комн. кв., 37 м², 4/9 этаж","2-комн. квартира, 37 м², 4/9 этаж",https://www.cian.ru/sale/flat/309288749/,10 450 000 ₽,282 432 ₽/м²
